ASSOCIATIONTYPE,FROMFEATURECLASS,FROMASSETGROUP,FROMASSETTYPE,FROMGLOBALID,FROMTERMINAL,TOFEATURECLASS,TOASSETGROUP,TOASSETTYPE,TOGLOBALID,TOTERMINAL,ISCONTENTVISIBLE
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3A06F96D-4E97-497D-96FD-4EECCD608DAB},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{342D4387-BF03-4095-AB7A-4FFDA742FE03},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{2F96D5A3-387B-4A49-8236-6F3F3E6C397A},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{1BB5455F-905C-4D39-A5D8-F79D3EDF4A8E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{17EB3DA3-DC96-4EC4-B19A-C162DAEB4D1A},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{CB54FABF-E96C-447A-B66D-FA85B0C1CEC4},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{17EB3DA3-DC96-4EC4-B19A-C162DAEB4D1A},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{8E5234BB-1192-440A-80E8-3BE0B8B8063E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{9C8764EC-DBEA-4862-BBD9-54A2DE5B9BD9},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{9069D5D5-5C4F-464E-8ECC-A9BAEB22966F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{571CC69C-D3A7-48D1-8AA6-A167C8D2D7E5},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{0D41A79E-85B9-4530-80A4-0B131DE7DE4B},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{571CC69C-D3A7-48D1-8AA6-A167C8D2D7E5},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{09439D71-375D-4F99-BF36-0AB7AE928B7A},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{A63EBA5A-6456-47CF-B7DC-32950C47A454},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{9EEDEE24-1134-4C7A-912C-FB2F4693E437},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{A63EBA5A-6456-47CF-B7DC-32950C47A454},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{72F8734D-40DD-4FCD-8B52-A5EED2C5CF9C},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{A63EBA5A-6456-47CF-B7DC-32950C47A454},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{37CE66BC-02F1-4068-A87A-C29718BAD5B7},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{A63EBA5A-6456-47CF-B7DC-32950C47A454},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{21ED1822-D732-4A34-90DC-A0034E823FCA},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{4FDC3A54-AF2F-4EDC-AA93-12EC7B3C39CE},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{3B2AE310-62B9-4EA7-9336-DFE7716600C8},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7EA69201-0E67-46B1-B0CE-3D5FF1D5BE81},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C54C8654-65C0-4EAB-8CA8-47EC201A3A18},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{73FC4DB5-D889-4D2E-BC3D-3CE5FB5D9DEC},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{3AF4E147-392F-4AFB-BE31-16F9127D1163},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{51065486-FFC3-4F31-8DAE-45CA90AD58F7},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7CC32130-C43C-487B-9FBC-8F411DA4099A},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7E2D0B89-21D3-4054-9CED-79E660C5D02B},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7E34C717-A71C-4816-A9AB-3E4F5B7EFC2E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7A1320AA-FFB0-4527-8047-D2970495A55E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7A6AFDCE-A9C9-40B1-9D15-1E270CF80B4D},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{227028A6-2658-4E42-94EA-7D21CB26DC55},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{1B587163-83F0-4587-A144-D4583C9AE351},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{43501073-8D00-4D9A-B3D0-D46190AA07B7},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{BAF6C4C2-7133-4D17-971C-4BF2A80B8EA3},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{43501073-8D00-4D9A-B3D0-D46190AA07B7},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A4D9F4C1-932F-4CB5-ADB2-3928A2168288},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{43501073-8D00-4D9A-B3D0-D46190AA07B7},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{883C65C2-5692-44EC-BFD4-E1652C2A86C8},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{43501073-8D00-4D9A-B3D0-D46190AA07B7},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{46CA1A25-81B6-4571-AE24-DC45B1029CF7},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{328C1FAD-BB4D-45D4-B9B1-B0A58B5464CC},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{9A675301-99E0-4232-A4AF-2AB7998E2CE8},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{328C1FAD-BB4D-45D4-B9B1-B0A58B5464CC},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7D8F31EE-4D04-45F9-AFA7-0B509E1D895E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{328C1FAD-BB4D-45D4-B9B1-B0A58B5464CC},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{16872275-1DC0-41AA-86DF-8B404BEF4543},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{2F72548A-8495-499E-B70E-9FB7BD912687},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{6B758716-3812-4629-A0E0-0A581D8FDC11},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{2F72548A-8495-499E-B70E-9FB7BD912687},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{408DA7E6-A6DE-418D-A6E8-C786545C3315},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{16F7006D-A5C2-4224-BD48-82729CB9D2A4},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{B1BFA54B-9084-4B99-A5F5-D9B7A238A811},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{16F7006D-A5C2-4224-BD48-82729CB9D2A4},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{9B3BD68D-2107-474C-8208-3B9183EBF49A},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{16F7006D-A5C2-4224-BD48-82729CB9D2A4},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{5362F8E2-EC4E-405B-8D8D-1C25CAC8B4D7},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{EF25E884-1209-448C-8357-3D43C884860C},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{DFEB21BF-40EF-4F7C-85F3-BD7854204122},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{EF25E884-1209-448C-8357-3D43C884860C},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7A4E9D2D-082C-4E0B-A53B-C4E51C6D912F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{EF25E884-1209-448C-8357-3D43C884860C},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{28BC1EA2-7D9B-4479-B75F-6F49E3C5AF18},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{EF25E884-1209-448C-8357-3D43C884860C},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{0575DA40-1A72-4DD4-A4DA-95EAA7345B10},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{037578FD-AACC-41AF-9E11-E84B4435413E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{14079378-4FE1-464A-A335-FE9A8B6EF4B4},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{17A77A2B-ABE8-4A23-A0EA-6D2B1366F6A0},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{F32889F9-5CB9-4EA3-A6B0-8C4A34234F76},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{17A77A2B-ABE8-4A23-A0EA-6D2B1366F6A0},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7506E4FB-3AD0-4C85-9F2B-AA519F7574BF},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{10998903-0967-48F9-A8E8-8CAA3A448305},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{1549BF85-5CD6-41AC-B140-EF50721DC39D},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{103FACA8-26AA-4810-BB1A-E3BBA077B1B1},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{9D54BDA5-3B44-4AD5-B74C-348F795EDB18},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{103FACA8-26AA-4810-BB1A-E3BBA077B1B1},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{8938FF7D-30B8-4799-AA02-D68B21C88D05},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{103FACA8-26AA-4810-BB1A-E3BBA077B1B1},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{486D0050-C6CB-459B-B1B5-5D543FADF6B9},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{103FACA8-26AA-4810-BB1A-E3BBA077B1B1},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{20C38132-2D26-41FE-A50D-685E1BE1F665},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{51CFA119-5076-46C6-9893-C2E77D3C68A4},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{0B7032E3-9E96-4DDD-AC42-50C004F5C903},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{10A8C567-F009-4478-972C-AAEACC3F6684},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7B275A45-898F-4F5F-970C-CCD305DCD66F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{10A8C567-F009-4478-972C-AAEACC3F6684},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{2B8ACC37-044F-49FE-B940-BA138AEB95F9},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{168ED2D4-827F-4FA0-9334-BE808C83C552},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{BB71F549-6040-4BB7-A591-1472611DFA45},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{66B7A6C7-7BE4-4994-AE7C-9F78D5A86322},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{990C95C6-BF25-4751-A199-1AD0B05A9AA3},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{66B7A6C7-7BE4-4994-AE7C-9F78D5A86322},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{5A4585C9-6AA4-4BD6-9B38-307AC09BDA4A},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{66B7A6C7-7BE4-4994-AE7C-9F78D5A86322},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{42312E4F-726D-4E9E-95BC-5B4BBD7E0F88},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{66B7A6C7-7BE4-4994-AE7C-9F78D5A86322},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{040CD80B-B1D4-46E3-9A14-B72D34698672},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{669CD647-B681-46DB-A237-4F1B504A0FB7},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{2CE11C43-9110-455E-B0C9-2B2ECC0DCAAA},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{F9F79525-EFE9-4F04-AB7C-AE13487A0392},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{36FA7F43-64D5-4A1E-B153-4517369EEACB},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7D987CFC-D757-493D-BAFC-E9DAF4E0A0A2},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{33EC4C38-037D-4356-A48F-6D9BEF82753E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{61B6E2A0-1AAD-43E2-96AD-1396880DB9E3},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{0852B8D7-877E-46FE-9558-95319D9B58C1},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{6BC24B15-93A4-477F-8566-FD99EEBD2C30},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{FC8E4F46-504A-43E8-81A0-4F48E8D714CF},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{6BC24B15-93A4-477F-8566-FD99EEBD2C30},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{E1A048E3-7B86-4091-8923-7EFF938CC707},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{6BC24B15-93A4-477F-8566-FD99EEBD2C30},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C1C9F8A4-2276-4302-970F-93A2CA5116CA},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{6BC24B15-93A4-477F-8566-FD99EEBD2C30},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A6C05BB4-A53C-47D0-92E9-AF0BF4696AEC},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{6BC24B15-93A4-477F-8566-FD99EEBD2C30},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{5D31EFC4-5901-4911-80B6-E5B8D5599DD3},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{6BC24B15-93A4-477F-8566-FD99EEBD2C30},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{39B3D1DE-9329-4E1B-9A10-B49047729CF3},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{6BC24B15-93A4-477F-8566-FD99EEBD2C30},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{06146B2B-030C-4DBE-ACF8-26845F104935},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{8871C36F-508F-4FBD-BC30-597475173EC8},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{5373A8D9-ACB1-4DA9-80EA-C9AA6D4AAE5F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{8871C36F-508F-4FBD-BC30-597475173EC8},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{2A2297BD-374E-4ECD-871C-6F7DDBFC9A88},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{22DBBF27-C01F-438E-A7DF-A7339E208EE2},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{137A22E7-167C-4FAF-96EE-0612AF175F07},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{227028A6-2658-4E42-94EA-7D21CB26DC55},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{FA0EA3E5-2611-4ED4-9231-4157C7570140},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{227028A6-2658-4E42-94EA-7D21CB26DC55},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{CE5B1631-7DD0-43B3-89A6-E9D0B60F5235},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3FC0764F-21B9-4289-A882-22AA577CEE8E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{FA51AF6F-D6A5-49EF-B690-0851F5584ECB},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3FC0764F-21B9-4289-A882-22AA577CEE8E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{D7E3D181-E0F9-4853-995D-FD18F3F8A8F6},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3FC0764F-21B9-4289-A882-22AA577CEE8E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A44973B9-F3B7-4D2E-86ED-020771B5C684},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3FC0764F-21B9-4289-A882-22AA577CEE8E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7092AC56-5E75-4C09-9283-D9BF46270159},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3FA34729-D9CD-49A9-A722-8859B0F45D25},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{F7F63ABF-7437-4A5A-B408-C626C3C9EA68},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3FA34729-D9CD-49A9-A722-8859B0F45D25},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{E9CC33BB-9693-44B5-AEC6-F5F6C69BA736},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3FA34729-D9CD-49A9-A722-8859B0F45D25},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C6EAFF05-665B-41CB-9C50-936154E55E7F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{1CA658E4-8522-4033-8E6F-99F2A05797A3},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{E5B5747B-7B67-4D36-8D77-F7994EBE7B47},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{1CA658E4-8522-4033-8E6F-99F2A05797A3},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{329C69F7-B90C-4E94-8FE3-214682C89BA2},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{1CA2F9F8-B8BA-454B-8850-BDB84F7CD45A},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{F85CB794-4B44-4B40-AAD6-4FE4E1651FCE},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{1CA2F9F8-B8BA-454B-8850-BDB84F7CD45A},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{E9C10486-67A0-441F-8CE1-A8154E5F9DC2},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{1CA2F9F8-B8BA-454B-8850-BDB84F7CD45A},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{85AB9D79-8547-4F7B-8A57-AD30374C73CB},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{1CA2F9F8-B8BA-454B-8850-BDB84F7CD45A},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{820344FB-EDAC-4AB9-B147-CC15B7299411},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{FAFDA11F-0A81-46FF-9033-E1134C5FCEE5},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{80ADADC2-81EB-4C72-A82E-218892A9B39F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{FAFDA11F-0A81-46FF-9033-E1134C5FCEE5},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{498346C4-3281-4770-9841-7CDF997E6620},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{FAF19881-B3F4-429A-BF27-AD0261F1A0ED},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{6A08764E-44A7-4E8B-A46B-60E0C46FAD9E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{8D93623D-3765-4077-A5F3-67617AEC7861},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{FEC74A80-D5E0-4668-8E8F-D540FC0B2E75},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{8D93623D-3765-4077-A5F3-67617AEC7861},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{2D97163B-F08E-45CD-84AF-81884873F607},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{0B502820-6D8B-4775-9643-8CC9A17C330F},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{F4E1B693-4891-4665-BF0D-B6AC70490951},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{0B502820-6D8B-4775-9643-8CC9A17C330F},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{AED3E7E9-41CB-47B6-B03B-04396C79D5AD},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{0B502820-6D8B-4775-9643-8CC9A17C330F},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{8673F683-8676-408A-A643-36F818BA4FD9},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{0B502820-6D8B-4775-9643-8CC9A17C330F},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{72F7CCC1-3146-4092-AAB9-7042DE4B3B89},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{0B502820-6D8B-4775-9643-8CC9A17C330F},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{283B65B1-D3CB-4806-9E70-BCB0509B49B1},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{FAF19881-B3F4-429A-BF27-AD0261F1A0ED},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{1C441AA7-2C71-43DB-B111-BF0A78685C84},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{04535C8C-41ED-497F-AAD2-62CC0D2EF442},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{9A8F916F-17C2-4BE4-AFB6-71CFE7ACB961},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{47B63DD5-9D16-418D-AE3C-C68E799507B9},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{DFFDA784-AEB7-4F08-AE87-8B33693925A8},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{47B63DD5-9D16-418D-AE3C-C68E799507B9},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{9CE44D95-CCFD-4245-B391-B05F5F34032F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{47B63DD5-9D16-418D-AE3C-C68E799507B9},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{4C2DA656-0FB0-453B-BC34-9838FEF8EBA6},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{86F4B378-82D2-4C18-96E8-C26D99560CE0},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C2C950AE-1D81-4199-AE88-064924DFA76B},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{845DF46B-2CC1-4F67-890C-E9FFD3E97309},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{BE9876A8-91C9-4F97-9DFA-5F8327328859},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{845DF46B-2CC1-4F67-890C-E9FFD3E97309},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{B082259C-9241-4C63-BF17-E4476879A3A2},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{845DF46B-2CC1-4F67-890C-E9FFD3E97309},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{887252F9-9D43-4820-84D0-FBEBCEB4C310},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{845DF46B-2CC1-4F67-890C-E9FFD3E97309},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7867DE14-B146-4673-9FD4-840D93B481E3},Single Terminal,
